gene,interaction_type,score,drug_name
IMPDH1,NULL,0.184237443,AZATHIOPRINE
MIR4268,NULL,0.312545662,HYDROCORTISONE BUTYRATE
CTNNB1,NULL,0.043003826,THALIDOMIDE
GRIK4,NULL,0.113652968,TRIMIPRAMINE
HLA-DRB1,NULL,2.386712329,INFLUENZA VACCINE
CTNNA3,NULL,2.019525817,ANTIDEPRESSANT AGENT
GSK3B,NULL,0.020383413,METHOTREXATE
HLA-E,NULL,0.156272831,METHOTREXATE
ABCC1,NULL,0.047821194,EPIRUBICIN
RALBP1,NULL,0.238130028,IRINOTECAN HYDROCHLORIDE
HLA-DPB1,NULL,1.381780822,AMOXICILLIN ANHYDROUS
PTPN22,NULL,0.552712329,AMOXICILLIN ANHYDROUS
SACM1L,NULL,6.177373087,BUPROPION HYDROCHLORIDE
HLA-C,NULL,0.460593607,AMOXICILLIN ANHYDROUS
HLA-DRB3,NULL,0.820432363,HEPARIN
KCNH2,NULL,0.074797252,BISOPROLOL
PIK3R2,inhibitor,0.149594505,IZORLISIB
BCHE,NULL,0.291709285,MEMANTINE HYDROCHLORIDE
CYP3A5,NULL,0.233367428,EDOXABAN
ATIC,NULL,0.24141458,CYCLOSPORINE
FASTKD3,NULL,0.946084166,LEUCOVORIN CALCIUM
SHMT1,NULL,0.946084166,LEUCOVORIN CALCIUM
ESR1,NULL,0.113244438,TOREMIFENE
PTGS2,NULL,0.318228311,ROFECOXIB
MSH6,NULL,0.177390781,LEUCOVORIN CALCIUM
PDGFRB,NULL,0.035478156,LEUCOVORIN CALCIUM
FGB,NULL,1.400204566,TIROFIBAN
JAG1,NULL,2.917092846,ODEVIXIBAT
CDH13,NULL,0.23080295,CLOPIDOGREL
CES1P1,NULL,1.500219178,CLOPIDOGREL
ABCA1,NULL,0.028850369,CLOPIDOGREL
CYP2C8,NULL,0.095468493,SIMVASTATIN
LTA,NULL,0.535792564,CARBAMAZEPINE
UGT1A4,NULL,0.201952582,ACETAMINOPHEN
G6PD,NULL,2.100306849,PEGLOTICASE
HLA-C,NULL,0.188199538,LAPATINIB
TYMS,NULL,0.111718449,PLATINUM
CAPN10,NULL,1.346350545,METFORMIN
CYP1A2,NULL,0.004216468,BROMAZEPAM
APOA5,NULL,0.807810327,LOVASTATIN
AURKA,inhibitor,1.334940794,PF-03814735
CYP3A5,NULL,0.017679351,TRIAZOLAM
CYP3A5,NULL,0.129648571,CYCLOBENZAPRINE
SLC28A2,NULL,0.328172945,PEGINTERFERON ALFA-2B
ABCC1,NULL,0.015940398,PACLITAXEL
INSRR,NULL,7.501095891,GLUCARPIDASE
ALK,NULL,0.018636263,CARBAMAZEPINE
UGT1A9,NULL,0.091317689,SIMVASTATIN
P2RY12,NULL,2.187819635,TICAGRELOR
UGT1A8,NULL,0.16669102,IRINOTECAN HYDROCHLORIDE
SSTR3,NULL,1.166837139,LUTETIUM LU 177 DOTATATE
NTRK2,NULL,1.367387272,LAROTRECTINIB
APOB,NULL,0.336587636,INCLISIRAN
SLC22A7,NULL,0.648242855,ZIDOVUDINE
TYMS,NULL,0.093098708,SULFASALAZINE
HTR7,NULL,0.067317527,ANTIDEPRESSANT AGENT
ABL1,NULL,0.566629546,OMACETAXINE
CYP27B1,NULL,1.009762908,DEFERASIROX
DRD3,NULL,0.125018265,HEROIN
FGA,NULL,1.591141553,ABCIXIMAB
CYP27B1,NULL,0.278555285,PEGINTERFERON ALFA-2A
UGT1A7,NULL,0.343187394,OXCARBAZEPINE
FGFR4,NULL,0.239396677,BRIVANIB
HLA-A,NULL,0.129329239,PEGINTERFERON ALFA-2A
VEGFC,NULL,0.437563927,BEVACIZUMAB-AWWB
HLA-A,NULL,0.120985418,LAPATINIB
RHBDF2,NULL,1.166837139,FENTANYL CITRATE
EPB41,NULL,2.059124362,BUPROPION HYDROCHLORIDE
SCN5A,NULL,0.170479452,CISAPRIDE
RABEP1,NULL,0.477342466,MIRTAZAPINE
AKT1,inhibitor,0.231107708,AKT INHIBITOR MK2206
VEGFA,NULL,0.061197752,WARFARIN
CRP,NULL,0.397785388,WARFARIN
ERBB4,inhibitor,0.603536451,BMS-599626
HDAC4,inhibitor,0.142683889,PIVALOYLOXYMETHYLBUTYRATE
ITGB3,NULL,3.500511416,CILENGITIDE
HSP90AA1,inhibitor,0.331945048,TANESPIMYCIN
CDK16,inhibitor,0.500073059,PHA-793887
LPAR1,NULL,6.563458904,BMS-986020
GRIN3B,NULL,0.288503688,ESKETAMINE HYDROCHLORIDE
DRD2,NULL,0.031929262,AMISULPRIDE
TXNRD1,NULL,1.009762908,ARSENIC TRIOXIDE
IKBKB,NULL,0.192335792,ARSENIC TRIOXIDE
CDK2,NULL,1.363835617,CDK INHIBITOR AT7519
HGF,NULL,9.723642821,FICLATUZUMAB
PRKD1,NULL,0.375054795,BRYOSTATIN 1
NPR2,NULL,4.37563927,CENDERITIDE
GNRHR,NULL,1.060761035,CETRORELIX
NR3C1,NULL,0.100205479,CLOBETASOL
GRIN1,NULL,0.306167179,CNS-5161
GABRA3,NULL,0.03070624,REMIMAZOLAM
AVPR2,NULL,1.790034247,CONIVAPTAN
POLB,NULL,0.007162904,CYTARABINE
OPRK1,NULL,1.109316998,DIFELIKEFALIN
PDCD1,NULL,2.561349816,CT-011
ESR1,NULL,0.09814518,ETONOGESTREL
PDGFRB,inhibitor,0.025244073,PD-0166285
RARG,NULL,0.118795636,FENRETINIDE
IGF1R,NULL,3.962843112,FIGITUMUMAB
KCNJ3,NULL,0.820432363,FLUPIRTINE
ERBB4,NULL,0.301768225,CIMAGLERMIN ALFA
GABRG1,NULL,0.02926849,GABOXADOL
PRKCE,NULL,5.250767124,KAI-1678
NTRK2,NULL,0.182318303,LESTAURTINIB
FCER2,NULL,31.50460274,GOMILIXIMAB
SLC5A1,NULL,6.300920548,SOTAGLIFLOZIN
CDK6,inhibitor,0.138909183,PHA-793887
HCK,NULL,0.147080312,MASITINIB
PPARA,NULL,0.397785388,LY-518674
GRIN2A,NULL,0.422767079,MEMANTINE HYDROCHLORIDE
PDE4A,NULL,0.596678082,MEM 1414
GRIN3A,NULL,0.603536451,MEMANTINE HYDROCHLORIDE
IPO13,NULL,4.773424658,MKC-1
GUCY1A2,NULL,0.972364282,NITRIC OXIDE-RELEASING ACETYLSALICYLIC ACID DERIVATIVE
CDK10,inhibitor,0.500073059,PHA-793887
OPRK1,NULL,0.246514888,NALMEFENE
OPRM1,NULL,0.080286959,NALMEFENE
HTR2A,NULL,0.018031481,FLUOXETINE HYDROCHLORIDE
DRD2,NULL,0.051885051,PALIPERIDONE
MET,inhibitor,0.500073059,SGX-523
FGF4,NULL,6.300920548,PENTOSAN POLYSULFATE
MAPK14,inhibitor,0.190245186,RWJ-67657
IFNAR2,NULL,1.640864726,PEGINTERFERON ALFACON-1
IFNAR1,NULL,1.458546423,PEGINTERFERON ALFACON-1
MAPK14,NULL,0.228294223,PH-797804
MAPK13,NULL,0.388945713,PH-797804
PGR,NULL,1.721562991,TELAPRISTONE
MPL,NULL,2.983390411,ELTROMBOPAG
AURKB,inhibitor,1.567393171,TAK-901
SRC,NULL,0.038894571,PONATINIB
SLC6A2,NULL,0.184022212,DESVENLAFAXINE SUCCINATE
GABRB2,NULL,0.059085902,PROPOFOL
ADRA1D,NULL,0.115401475,SERTINDOLE
CCR5,NULL,3.938075343,MARAVIROC
ADRA1A,NULL,0.078136416,SERTINDOLE
ADRA1B,NULL,0.108711535,SERTINDOLE
TRPV1,inhibitor,2.561349816,PAC-14028
ABCC8,NULL,0.583418569,NATEGLINIDE
FLT3,NULL,0.112450291,SUNITINIB
FLT1,NULL,0.089298761,TELATINIB
PDGFRB,NULL,0.468818493,TELATINIB
GRIA2,NULL,0.353587012,TEZAMPANEL
HTR4,NULL,0.89756703,TEGASEROD
GABRA1,NULL,0.027752469,TOPIRAMATE
GRIK1,NULL,1.432027397,TOPIRAMATE
MAOB,NULL,0.157680694,INDANTADOL
GRIN3B,NULL,0.224391757,INDANTADOL
GRIA3,positive modulator,0.312545662,CX1739
ITGA4,NULL,5.834185693,VEDOLIZUMAB
ACE,NULL,1.848379561,CAPTOPRIL
GABRR3,NULL,0.158394182,CINOLAZEPAM
GABRA1,NULL,0.047886613,CINOLAZEPAM
GABRA2,NULL,0.057700738,CLORAZEPATE
ESR1,agonist,0.24536295,GTX-758
GABRA4,NULL,0.064033745,CLORAZEPATE
GABRG3,NULL,0.061055432,CLORAZEPATE
GABRA6,NULL,0.062509132,CLORAZEPATE
SLC6A3,NULL,0.373986262,COCAINE
OPRM1,NULL,0.120430439,CODEINE ANHYDROUS
OPRK1,NULL,0.113776102,COCAINE
SCN5A,NULL,0.137694942,COCAINE
ADRA2A,NULL,0.17444409,DEBRISOQUIN
SLC6A3,NULL,0.648242855,DIETHYLPROPION
ADRA1B,NULL,0.217423069,DEBRISOQUIN
SCN9A,blocker,0.625091324,RG6029
CHD1,NULL,2.917092846,EPIRUBICIN
GABRA2,NULL,0.054953083,FLURAZEPAM
PPARA,agonist,0.795570776,AVE8134
CACNA1H,NULL,0.444039503,FLUNARIZINE
GABRA5,NULL,0.056826484,FLURAZEPAM
PGR,inhibitor,0.860781496,LONAPRISAN
GABRA4,NULL,0.087318744,FLUNITRAZEPAM
GABRA6,NULL,0.059532507,FLURAZEPAM
SCN5A,NULL,0.895017123,HEXYLCAINE
CHRM1,NULL,0.12413161,METHYLHOMATROPINE
GLP1R,NULL,0.954684932,LIRAGLUTIDE
GABRA1,NULL,0.101759053,METHYPRYLON
GABRA5,NULL,0.089501712,METHARBITAL
PPARG,agonist,0.42006137,OMS405
GABRA4,NULL,0.096050618,METHARBITAL
SLC12A1,NULL,3.750547945,METHYCLOTHIAZIDE
ADRA1B,NULL,0.285367778,MIDODRINE
HTR2C,NULL,0.064347636,MIANSERIN
CD247,NULL,2.500365297,MUROMONAB-CD3
ADRB2,NULL,0.407036211,TERBUTALINE
VKORC1,NULL,0.636456621,WARFARIN
RARA,agonist,1.250182648,NRX195183
AGT,NULL,0.972364282,CILAZAPRIL
GABRR3,NULL,0.107708044,CLONAZEPAM
ADRA2A,NULL,0.17444409,DEBRISOQUIN
ADRA1B,NULL,0.217423069,DEBRISOQUIN
HRH2,NULL,9.845188357,BETAZOLE
ADRA1A,NULL,0.218781963,DAPIPRAZOLE
ATP1A1,NULL,0.308868654,DIGOXIN
GABRA3,NULL,0.076098074,ESTAZOLAM
GABRR3,NULL,0.11707396,ESTAZOLAM
GABRB2,NULL,0.07963752,ESTAZOLAM
PDGFRB,inhibitor,0.093763699,ANLOTINIB
GABRD,NULL,0.088945801,ESTAZOLAM
GABRA2,NULL,0.075261832,ESTAZOLAM
GABRG2,NULL,0.081533651,ESTAZOLAM
GABRA4,NULL,0.087318744,FLUNITRAZEPAM
KCNJ1,NULL,0.301768225,GLYBURIDE
MTNR1A,NULL,1.034633916,MELATONIN
KCNQ1,NULL,1.432027397,INDAPAMIDE
PAH,NULL,3.500511416,SAPROPTERIN
ATP4A,NULL,0.201178817,LANSOPRAZOLE
CDK11B,inhibitor,0.147080312,AT-7519
PTGS2,NULL,0.272767123,KETOPROFEN
SLC6A3,NULL,0.169106832,METHYLPHENIDATE HYDROCHLORIDE
PDE4A,NULL,0.397785388,MILRINONE
SCN5A,NULL,0.895017123,MORICIZINE
OPRM1,NULL,0.085009721,NALTREXONE
CDK18,inhibitor,0.500073059,AT-7519
CYSLTR1,NULL,4.773424658,NEDOCROMIL
PGR,NULL,0.430390748,NORGESTREL
ATP4A,NULL,0.118260521,OMEPRAZOLE
ESR1,NULL,0.08178765,NORGESTREL
RARRES1,NULL,0.577007376,TRETINOIN
GABRA4,NULL,0.073885091,OXAZEPAM
GABRD,NULL,0.078682824,OXAZEPAM
CDK1,inhibitor,0.147080312,AT-7519
GABRG3,NULL,0.070448575,OXAZEPAM
GABRA2,NULL,0.078682824,PRAZEPAM
GABRG3,NULL,0.083257407,PRAZEPAM
CHRM3,NULL,0.064505739,PROMETHAZINE HYDROCHLORIDE
CHRM1,NULL,0.050781113,PROMETHAZINE HYDROCHLORIDE
PTGS1,NULL,0.65634589,SALSALATE
GRIK2,NULL,0.456588446,SECOBARBITAL
CDK16,inhibitor,0.500073059,AT-7519
DDX5,NULL,52.50767124,P-P68 INHIBITOR RX-5902
ERBB2,NULL,0.345445205,GLYCOOPTIMIZED TRASTUZUMAB-GEX
TPH1,NULL,13.12691781,RODATRISTAT ETHYL
CDK2,inhibitor,0.09741683,AT-7519
APLNR,NULL,13.12691781,AZELAPRAG
ADAMTSL4-AS1,NULL,0.937636986,TAPOTOCLAX
ADORA2A,NULL,0.709563125,IMARADENANT
PIK3CG,NULL,0.134635054,INAVOLISIB
TLR9,NULL,1.544343272,CPG OLIGODEOXYNUCLEOTIDE TLR9 AGONIST DV281
CDK17,inhibitor,0.625091324,AT-7519
NOTCH1,NULL,2.187819635,CRENIGACESTAT
HSP90AB1,NULL,1.141471114,TAS-116
CSNK2A1,NULL,1.875273973,SILMITASERTIB
CDK5,inhibitor,0.042619863,RONICICLIB
RET,NULL,0.259297142,AGERAFENIB
TOP1,NULL,0.437563927,PEN-866
EPOR,NULL,2.625383562,CIBINETIDE
IL17A,NULL,2.019525817,VUNAKIZUMAB
VEGFA,NULL,2.019525817,ABICIPAR PEGOL
CHEK1,NULL,0.552712329,AZD7762
NTRK2,NULL,1.367387272,LAROTRECTINIB
EPHA2,NULL,2.917092846,MEDI-547
CA1,NULL,1.050153425,METHAZOLAMIDE
CDK12,inhibitor,0.16669102,AT-7519
CES1,NULL,1.141471114,GR148672X
MLNR,NULL,10.50153425,CAMICINAL
ESR1,NULL,0.08178765,ETHINYLESTRADIOL/DROSPIRENONE/PRASTERONE
PGR,NULL,0.860781496,CRIDANIMOD SODIUM
HSPA5,NULL,3.281729452,IT-139
PDGFRB,inhibitor,0.034544521,FORETINIB
ESR1,NULL,0.24536295,SELECTIVE ESTROGEN RECEPTOR MODULATOR CC-8490
FCER2,NULL,31.50460274,GOMILIXIMAB
REN,NULL,15.75230137,REMIKIREN
MAPK14,inhibitor,0.142683889,RALIMETINIB
STS,NULL,7.001022831,IROSUSTAT
CHRNB2,NULL,1.166837139,CYTISINE
PDGFRA,inhibitor,0.078252863,XL-999
MC4R,NULL,0.357195042,PMX53
COX8A,NULL,0.298339041,KETOROLAC TROMETHAMINE
DIO1,NULL,5.250767124,PROPYLTHIOURACIL
FLT3,inhibitor,0.029465584,XL-999
SLC6A2,NULL,0.3271506,AMITIFADINE HYDROCHLORIDE
ATP2A1,NULL,0.583418569,ARTEMISININ
GLO1,NULL,1.250182648,NARINGENIN
MPL,NULL,2.983390411,ELTROMBOPAG
PDGFRB,inhibitor,0.059667808,XL-999
NOS2,NULL,1.41912625,PIMAGEDINE HYDROCHLORIDE
ADRB1,NULL,0.127859589,SOTALOL
TNF,NULL,0.188199538,ORTATAXEL
ACE,NULL,1.334940794,MOEXIPRIL
MTOR,inhibitor,0.052824619,SAMOTOLISIB
MS4A1,NULL,3.889457129,VELTUZUMAB
ESR1,NULL,0.111528613,ESTRONE
SLC6A4,NULL,0.035098711,BUPROPION HYDROCHLORIDE
ESR1,NULL,0.113244438,TOREMIFENE
SLC6A2,NULL,0.204469125,VENLAFAXINE
F8,NULL,4.118248724,DROTRECOGIN ALFA
SLC6A4,NULL,0.149169521,VENLAFAXINE
PLK1,NULL,0.291709285,CHEMBL:CHEMBL1242101
ERBB2,inhibitor,0.115148402,TESEVATINIB
CDK4,NULL,0.500073059,RIVICICLIB
OPN4,NULL,0.300043836,ALVIMOPAN ANHYDROUS
CDK1,NULL,0.147080312,SELICICLIB
PIK3R2,inhibitor,0.096167896,SAMOTOLISIB
UTS2R,NULL,1.810609353,SB-436811
GABRG3,NULL,0.610554317,ORG-25435
KDR,inhibitor,0.033615667,XL-999
CYP1B1,NULL,0.227305936,NARINGENIN
ATP2A1,NULL,1.312691781,THAPSIGARGIN
GLA,NULL,2.019525817,MALTOSE
EPHB4,inhibitor,5.469549087,TESEVATINIB
CETP,NULL,4.039051634,CHEMBL:CHEMBL1086624
GABRA3,NULL,0.072927321,ADIPIPLON
MS4A1,NULL,0.972364282,AME-133V
CXCL10,NULL,6.177373087,ELDELUMAB
P2RX7,NULL,17.50255708,CE-224535
PROC,NULL,5.250767124,3K3A-ACTIVATED PROTEIN C
F7,NULL,0.625091324,VATREPTACOG ALFA (ACTIVATED)
PIK3R5,inhibitor,0.107158513,SAMOTOLISIB
ADORA1,NULL,2.917092846,TRABODENOSON
VKORC1,NULL,2.625383562,DICUMAROL
IGF1R,NULL,1.981421556,BIIB-022
TACR2,NULL,10.50153425,IBODUTANT
HRH3,inverse agonist,0.772171636,MK-0249
CD19,NULL,2.561349816,AXICABTAGENE CILOLEUCEL
DRD2,NULL,0.051885051,ERGONOVINE
GNRHR,NULL,1.591141553,ELAGOLIX SODIUM
HTR3A,NULL,0.388945713,BIMU 1
PDE5A,NULL,0.164086473,ROLIPRAM
SCN5A,NULL,0.895017123,MORICIZINE
TACR1,inhibitor,2.838252499,VESTIPITANT MESYLATE
EGF,NULL,8.751278539,EPIDERMAL GROWTH FACTOR
ANGPT2,NULL,1.750255708,VANUCIZUMAB
CHRM2,inhibitor,0.307062405,BATEFENTEROL
TUB,NULL,0.205108091,INDIBULIN
IL1A,NULL,5.250767124,BERMEKIMAB
PTGFR,NULL,3.750547945,TAFLUPROST
HTR3A,NULL,1.166837139,ZATOSETRON MALEATE
HTR2C,NULL,0.105296132,TEDATIOXETINE
MICU1,NULL,26.25383562,EPTINEZUMAB
CXCR2,NULL,2.917092846,DANIRIXIN
LYN,NULL,0.787615069,BAFETINIB
PPARA,NULL,0.397785388,MURAGLITAZAR
PARP1,NULL,1.225178995,VELIPARIB
CALCRL,NULL,7.001022831,OLCEGEPANT
MGAM,NULL,2.386712329,CELGOSIVIR
IL2RA,NULL,2.059124362,INOLIMOMAB
IL12B,NULL,3.750547945,BRIAKINUMAB
CD22,NULL,1.458546423,DEGLYCOSYLATED RICIN A CHAIN-CONJUGATED ANTI-CD19/ANTI-CD22 IMMUNOTOXINS
CHRNA1,NULL,0.833455099,DECAMETHONIUM
AURKB,NULL,0.102221294,BARASERTIB-HQPA
HTR1A,NULL,0.354781562,NLX-101
SLC6A2,NULL,0.04362008,AMITRIPTYLINE HYDROCHLORIDE
GABRA1,NULL,0.407036211,BARBITAL
HTR4,NULL,1.923357921,CISAPRIDE
CACNA1G,NULL,1.750255708,ETHOSUXIMIDE
ADORA1,agonist,0.972364282,TECADENOSON
ACACB,NULL,0.043430663,METFORMIN
CHRNA4,NULL,0.145719717,NICOTINE POLACRILEX
SLC22A8,NULL,2.045753425,PROBENECID
DRD2,NULL,0.024416494,PIMOZIDE
HTR2A,NULL,1.009762908,TEMANOGREL
EPOR,NULL,2.625383562,CIBINETIDE
NOS3,NULL,1.875273973,L-NAME
SLC6A9,NULL,11.66837139,ORG-25935
CHRM3,inhibitor,0.709563125,AZD8683
CHRM1,NULL,0.558592247,XANOMELINE TARTRATE
FFAR1,NULL,3.750547945,FASIGLIFAM
A2M,inhibitor,0.316311273,(S)-FLUROCARAZOLOL
A2M,agonist,0.316311273,[3H]ELETRIPTAN
A12M2,agonist,0.089756703,5-HYDROXYTRYPTAMINE
ADORA3,agonist,2.763561644,NAMODENOSON
A12M2,agonist,0.336587636,2-METHYL-5-HT
A12M1,agonist,0.139648062,M-CHLOROPHENYLPIPERAZINE
A12M2,inhibitor,0.020094784,RISPERIDONE
A12M3,agonist,0.027781837,5-HYDROXYTRYPTAMINE
A12M2,inhibitor,0.070860555,METHYSERGIDE
A12M3,agonist,0.034727296,QUINPIROLE
A12M3,agonist,0.052090944,CGS-12066
A12M3,inhibitor,0.016027983,DULOXETINE HYDROCHLORIDE
A12M3,inhibitor,0.416727549,LY86057
DRD2,inhibitor,0.103770101,SB-773812
A12M4,inhibitor,0.025123288,RITANSERIN
A12M4,inhibitor,0.092118721,S33084
A12M4,inhibitor,0.046059361,PIRIBEDIL
HTR2C,inhibitor,0.081281225,METHYSERGIDE
NAT1,inhibitor,0.364636606,SB 204070
NAT2,inhibitor,0.057574201,METHYSERGIDE
NAT2,agonist,0.091159151,RU 24969
NATP,inhibitor,0.068458502,VORTIOXETINE HYDROBROMIDE
HCRTR2,inhibitor,2.386712329,SB-649868
SERPINA3,agonist,0.307062405,[3H]5-HT
DNCM,inhibitor,1.071585127,COMPOUND 13D [PMID: 23639540]
TRDMT1,inhibitor,1.500219178,COMPOUND 13D [PMID: 23639540]
GAPDHP69,inhibitor,2.917092846,MIGALASTAT
CXCR4,inhibitor,6.300920548,BURIXAFOR
HBEGF,inhibitor,0.338759169,AZD3463
CXCL1,inhibitor,13.12691781,WWL70
ABCB7,inhibitor,0.066047385,PRAZOSIN
ABCA4,inhibitor,0.054243462,RITANSERIN
ABL1,agonist,0.029057925,CLONIDINE HYDROCHLORIDE
ABL1,agonist,0.034341185,GUANFACINE HYDROCHLORIDE
ABL1,agonist,0.034341185,DEXMEDETOMIDINE HYDROCHLORIDE
ABL1,agonist,0.053964719,MOXONIDINE
AOC1,inhibitor,0.238671233,TOLAZOLINE
AOC1,inhibitor,0.397785388,ATIPAMEZOLE
AOC1,agonist,0.170479452,LOFEXIDINE
ABL2,agonist,0.144251844,LOFEXIDINE
ABL2,inhibitor,0.084146909,PIRIBEDIL
BEVI,inhibitor,0.905304676,APALUTAMIDE
GRM5,modulator,2.917092846,RASEGLURANT
BEVI,inhibitor,0.181060935,NILUTAMIDE
BEVI,inhibitor,0.905304676,DAROLUTAMIDE
BEVI,agonist,0.301768225,METHYLTESTOSTERONE
GNA11,inhibitor,2.625383562,MOFEGILINE
ACADSB,agonist,1.640864726,APELIN-17
ABAT,inhibitor,0.301768225,[3H]DPCPX
ABCA3,inhibitor,0.13532905,MRS1191
ABCA3,inhibitor,0.077330885,SCH442416
ABCA3,inhibitor,0.077330885,SCH 58261
GPC3,inhibitor,2.625383562,COMPOUND 23 [PMID: 31398032]
EEF1D,inhibitor,0.364636606,COMPOUND 38 [PMID: 20817473]
GRIN3A,blocker,0.517316958,CNS-5161
GNG11,inhibitor,0.65634589,BIRINAPANT
AXL,inhibitor,0.273477454,UNC4203
GTF2A1,inhibitor,10.50153425,FX1
ESR2,agonist,1.250182648,MF101
CSRP2P1,inhibitor,13.12691781,COMPOUND 101 [PMID: 21596927]
ABO,inhibitor,0.468818493,CGP 20712A
AMFR,inhibitor,3.750547945,[3H]CGS23131
GABRD,agonist,0.042619863,DARIGABAT
EEGV1,inhibitor,0.535792564,ZAK INHIBITOR 6P
AMH,agonist,0.772171636,LTB4
DNMT1,inhibitor,0.170479452,COMPOUND 13D [PMID: 23639540]
EFNA2,inhibitor,0.074797252,DABRAFENIB
EFNA2,inhibitor,0.061197752,REGORAFENIB
GABRA6,agonist,0.039068208,DARIGABAT
EFNA4,inhibitor,0.407036211,COMPOUND 36 [PMID: 24000170]
EFNA4,inhibitor,0.407036211,COMPOUND 38 [PMID: 24000170]
EFNA4,inhibitor,1.221108633,ISOXAZOLE AZEPINE COMPOUND 3
ASIC1,inhibitor,1.381780822,"[LEU9,DES-ARG10]KALLIDIN"
ACADL,agonist,2.917092846,C5A DES-ARG
ACACB,inhibitor,1.693795846,ACPHE-ORN-PRO-D-CHA-TRP-ARG
ACACA,agonist,2.282942228,FLPLAR
THRB,agonist,1.019566432,EPROTIROME
ACACA,agonist,2.282942228,AC-RHYPLWR
ACACB,agonist,0.846897923,[125I]C5A (HUMAN)
ACACA,agonist,2.282942228,COMPOUND 21 [PMID: 25259874]
MEGF6,inhibitor,2.282942228,BOSUTINIB
C1QBP,blocker,3.281729452,SITS
AURKA,inhibitor,0.158215205,ALISERTIB
DBN1,inhibitor,17.50255708,GRASSYSTATIN A
EGFR,inhibitor,0.601939794,DACOMITINIB ANHYDROUS
CYP2A7,inhibitor,6.563458904,COMPOUND 2C [PMID: 22115617]
ATP6V1C1,activator,5.250767124,SZ(+)-(S)-202-791
ATP6V0B,inhibitor,17.50255708,TROX-1
ATP6V1C1,inhibitor,0.875127854,ISRADIPINE
ATP6V1E1,inhibitor,0.343187394,NISOLDIPINE
TUBA1A,modulator,0.042174836,DAVUNETIDE
FNZ,inhibitor,3.500511416,GRASSYSTATIN A
RHOB,blocker,1.458546423,NNC55-0396
RHOB,blocker,0.343187394,MIBEFRADIL
FOLR2,inhibitor,2.187819635,COMPOUND 1B [PMID: 16290936]
ACRV1,inhibitor,1.381780822,AM6545
ACTA1,inhibitor,1.009762908,CCL18
TUBB2A,modulator,0.041672755,DAVUNETIDE
ACTB,agonist,0.300043836,CCL5
ACTB,agonist,0.500073059,CCL2
ACTBP2,agonist,1.458546423,R5-HIV-1 GP120
ACTBP2,agonist,1.458546423,[125I]CCL4 (HUMAN)
HTR4,agonist,1.346350545,PRUCALOPRIDE
ELANE,inhibitor,1.141471114,LORECIVIVINT
CFTR,blocker,1.193356164,CFTRINH-172
CFTR,blocker,1.193356164,GATX1
CPT2,inhibitor,0.028536778,INDOMETHACIN
CPT2,inhibitor,0.190245186,NAPROXCINOD
CPT2,inhibitor,1.141471114,COMPOUND 10 [PMID: 34279934]
HSP90AB1,inhibitor,0.428051668,GANETESPIB
ACTBP8,agonist,5.834185693,CYTOKINE DOMAIN OF TYROSYL TRNA SYNTHETASE
ACTC1,inhibitor,2.500365297,NBI-74330
ACTG1P2,inhibitor,17.50255708,JMS-17-2
PARP3,inhibitor,0.397785388,RUCAPARIB
HMS1,inhibitor,52.50767124,PFâ€06928215
EGR4,inhibitor,0.291709285,THAL-SNS-032
EGR4,inhibitor,0.233367428,RIVICICLIB
EGR4,inhibitor,0.194472856,BS-194
EIF4A1,inhibitor,0.336587636,ALOISINE
CDK4,inhibitor,0.277818366,CDK4 INHIBITOR III
CDK4,inhibitor,0.500073059,RIVICICLIB
CDK4,inhibitor,0.104181887,CDK2 INHIBITOR IV
EIF4EBP1,inhibitor,1.193356164,BSJ-03-204
EIF4EBP1,inhibitor,1.193356164,BSJ-03-123
EIF4EP1,inhibitor,0.269270109,VORUCICLIB
EIF4G1,inhibitor,0.301768225,BS-194
CPA3,inhibitor,4.37563927,OSILODROSTAT
CPD,inhibitor,0.280789686,EXEMESTANE
CLDN3,inhibitor,5.834185693,CTA091
CYP2B6,inhibitor,0.246129709,THIOTEPA
CPN1,inhibitor,4.37563927,CTA091
CD8B2,inhibitor,0.345445205,ATOMOXETINE HYDROCHLORIDE
CD8B2,inhibitor,0.394794521,[3H]GBR12935
GZMB,inhibitor,2.625383562,SETANAXIB
AMPD1,agonist,0.972364282,LTC4
APAF1,agonist,0.116167414,OXYCODEGOL
CD8B2,inhibitor,1.381780822,SOLRIAMFETOL
CD8B2,inhibitor,2.763561644,[3H]WIN35428
APAF1,inhibitor,0.154889886,&BETA;-FNA
APH1A,modulator,0.312545662,TARENFLURBIL
APAF1,agonist,0.010101514,PAREGORIC
APAF1,inhibitor,0.232334828,UFP-505
FPGS,inhibitor,1.193356164,COMPOUND 9 [PMID: 20718420]
ALDH1A1,inhibitor,0.004214099,PROCHLORPERAZINE
ALDH1A1,inhibitor,0.117994767,NGB 2904
ALDH2,inhibitor,0.060077427,SPIPERONE
EML1,inhibitor,1.875273973,LORECIVIVINT
CASP5,inhibitor,4.039051634,EMRICASAN
CYP2D7BP,inhibitor,5.834185693,COMPOUND 17 [PMID: 23916253]
EZH2,inhibitor,0.972364282,COMPOUND 15A [PMID: 36642961]
TSC22D3,inhibitor,0.673175272,DDR1/2 INHIBITOR 5N
SLC6A2,inhibitor,0.3271506,REBOXETINE
DSC2,inhibitor,4.773424658,COMPOUND 66 [PMID: 19788238]
RCAN1,inhibitor,1.591141553,COMPOUND 66 [PMID: 19788238]
